date,watch_time_minutes,views,youtube_red_watch_time_minutes,youtube_red_views,average_view_duration,card_clicks,cards_shown,clicks_per_card_shown,card_teaser_clicks,card_teasers_shown,clicks_per_card_teaser_shown,end_screen_elements_shown,end_screen_element_clicks,clicks_per_end_screen_element_shown,estimated_partner_revenue_usd,estimated_partner_ad_revenue_usd,estimated_partner_adsense_revenue_usd,estimated_partner_doubleclick_revenue_usd,partner_transaction_revenue_usd,transactions,partner_revenue_per_transaction_usd,estimated_monetized_playbacks,playback_based_cpm_usd,ad_impressions,cpm_usd,youtube_ad_revenue_usd,youtube_red_partner_revenue_usd,youtube_red_watch_time_hours,annotation_clicks,clickable_annotations_shown,annotation_click_through_rate,annotation_closes,closable_annotations_shown,annotation_close_rate,annotations_shown,videos_published,videos_added,likes,likes_added,likes_removed,dislikes,dislikes_added,dislikes_removed,shares,comments,videos_in_playlists,videos_added_to_playlists,videos_removed_from_playlists,subscribers,subscribers_gained,subscribers_lost,average_percentage_viewed,watch_time_hours
2014-03-25,528,166,0,0,3.2,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,3,122,2.46,8,74,10.81,122,,,1,1,0,-1,0,1,0,0,0,1,1,0,0,0,30.00,9
2014-03-26,626,201,0,0,3.1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,2,151,1.32,11,91,12.09,151,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,26.05,10
2014-03-27,702,223,0,0,3.1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,152,0.66,10,92,10.87,152,,,0,0,0,0,0,0,0,0,2,3,1,0,0,0,29.01,12
2014-03-28,778,220,0,0,3.5,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,152,0.00,5,87,5.75,153,,,1,1,0,0,0,0,0,2,0,0,0,0,0,0,31.77,13
2014-03-29,738,230,0,0,3.2,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,138,0.00,4,79,5.06,139,,,2,2,0,0,0,0,0,0,1,1,0,0,0,0,29.06,12
2014-03-30,997,259,0,0,3.8,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,4,269,1.49,13,170,7.65,271,,,3,3,0,0,0,0,0,1,1,2,1,2,2,0,33.84,17
2014-03-31,680,234,0,0,2.9,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,168,0.00,4,108,3.70,174,,,2,2,0,0,0,0,0,0,1,1,0,1,1,0,28.04,11
2014-04-01,743,235,0,0,3.2,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,156,0.64,7,97,7.22,156,,,2,2,0,0,0,0,0,1,0,1,1,0,0,0,29.52,12
2014-04-02,868,227,0,0,3.8,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,145,0.69,4,81,4.94,145,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,33.87,14
2014-04-03,696,258,0,0,2.7,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,150,0.00,8,86,9.30,150,,,1,1,0,1,1,0,1,0,20,20,0,0,0,0,24.61,12
2014-04-04,945,262,0,0,3.6,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,218,0.46,19,132,14.39,218,,,2,2,0,0,0,0,0,0,0,0,0,0,1,1,29.94,16
2014-04-05,1278,332,0,0,3.8,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,3,258,1.16,17,155,10.97,259,,,3,3,0,0,0,0,0,0,0,0,0,1,1,0,30.49,21
2014-04-06,1130,311,0,0,3.6,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,5,250,2.00,19,157,12.10,250,,,4,4,0,1,1,0,0,0,2,2,0,1,1,0,29.64,19
2014-04-07,1056,287,0,0,3.7,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,242,0.41,25,143,17.48,244,,,2,2,0,0,0,0,0,0,3,3,0,2,2,0,27.86,18
2014-04-08,978,264,0,0,3.7,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,3,199,1.51,8,123,6.50,200,,,0,0,0,0,0,0,0,0,-1,1,2,2,2,0,29.84,16
2014-04-09,989,262,0,0,3.8,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,2,167,1.20,3,104,2.88,168,,,0,0,0,1,1,0,0,0,0,0,0,-1,0,1,30.28,16
2014-04-10,1151,311,0,0,3.7,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,4,236,1.69,13,130,10.00,237,2,1,2,2,0,0,0,0,0,0,1,17,16,0,0,0,26.79,19
2014-04-11,955,235,0,0,4.1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,217,0.46,3,127,2.36,217,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,29.45,16
2014-04-12,916,248,0,0,3.7,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,2,204,0.98,6,135,4.44,206,,,2,2,0,0,0,0,0,0,2,2,0,0,0,0,28.01,15
2014-04-13,849,265,0,0,3.2,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,2,208,0.96,10,120,8.33,209,,,1,2,1,0,0,0,0,0,2,2,0,-1,1,2,25.30,14
2014-04-14,993,274,0,0,3.6,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,3,229,1.31,9,146,6.16,232,,,1,1,0,0,0,0,0,2,1,1,0,2,2,0,26.56,17
2014-04-15,1050,243,0,0,4.3,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,3,213,1.41,16,133,12.03,213,,,2,2,0,1,1,0,0,1,0,0,0,0,0,0,31.73,18
2014-04-16,998,251,0,0,4.0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,3,226,1.33,19,147,12.93,227,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.00,17
2014-04-17,1118,267,0,0,4.2,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,3,231,1.30,12,141,8.51,232,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,31.82,19
2014-04-18,1022,257,0,0,4.0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,187,0.00,6,119,5.04,187,,,4,5,1,1,1,0,0,2,-2,0,2,0,0,0,30.49,17
2014-04-19,1144,260,0,0,4.4,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,3,258,1.16,15,162,9.26,258,,,5,6,1,1,1,0,0,3,-1,0,1,2,3,1,33.03,19
2014-04-20,1125,284,0,0,4.0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,3,225,1.33,9,136,6.62,225,,,0,2,2,1,1,0,0,2,0,0,0,0,0,0,31.07,19
2014-04-21,1106,257,0,0,4.3,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,2,269,0.74,17,164,10.37,270,1,1,1,1,0,0,0,0,0,2,1,1,0,2,2,0,31.88,18
2014-04-22,956,269,0,0,3.6,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,3,219,1.37,9,126,7.14,221,,,4,4,0,0,0,0,0,1,0,0,0,1,1,0,29.86,16
2014-04-23,1070,301,0,0,3.6,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,195,0.00,10,110,9.09,195,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,27.89,18
2014-04-24,877,271,0,0,3.2,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,2,270,0.74,14,146,9.59,270,,,0,0,0,0,0,0,1,2,0,0,0,0,0,0,26.34,15
2014-04-25,1283,307,0,0,4.2,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,4,240,1.67,11,151,7.28,240,,,4,5,1,0,0,0,0,0,2,2,0,2,2,0,36.36,21
2014-04-26,994,285,0,0,3.5,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,180,0.00,11,110,10.00,180,,,1,1,0,0,0,0,0,1,1,2,1,0,0,0,30.33,17
2014-04-27,1198,265,0,0,4.5,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,218,0.00,7,140,5.00,218,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.98,20
2014-04-28,1009,227,0,0,4.4,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,4,217,1.84,11,134,8.21,218,,,2,2,0,0,0,0,0,0,4,6,2,0,0,0,38.50,17
2014-04-29,1163,263,0,0,4.4,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,222,0.00,8,123,6.50,222,,,1,1,0,0,0,0,0,1,4,4,0,1,1,0,34.68,19
2014-04-30,1218,327,0,0,3.7,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,2,209,0.96,14,118,11.86,211,,,3,3,0,0,0,0,0,5,3,3,0,0,0,0,33.52,20
2014-05-01,1218,377,0,0,3.2,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,251,0.00,11,134,8.21,251,,,2,2,0,0,0,0,0,2,0,0,0,2,2,0,31.11,20
2014-05-02,1144,347,0,0,3.3,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,4,325,1.23,12,187,6.42,326,2,2,7,7,0,2,2,0,0,1,3,3,0,2,2,0,30.83,19
2014-05-03,1288,348,0,0,3.7,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,4,284,1.41,13,155,8.39,286,,,2,2,0,0,0,0,0,2,0,0,0,0,0,0,30.13,21
2014-05-04,1223,299,0,0,4.1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,209,0.00,14,118,11.86,210,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,32.35,20
2014-05-05,1053,324,0,0,3.2,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,198,0.51,13,102,12.75,198,,,2,2,0,1,1,0,0,4,1,1,0,0,0,0,27.95,18
2014-05-06,980,276,0,0,3.6,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,5,217,2.30,13,126,10.32,217,,,2,2,0,0,0,0,0,1,1,1,0,0,0,0,30.51,16
2014-05-07,1047,261,0,0,4.0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,5,265,1.89,14,157,8.92,265,,,1,1,0,0,0,0,0,0,1,2,1,0,0,0,31.95,17
2014-05-08,897,284,0,0,3.2,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,3,290,1.03,13,153,8.50,291,,,1,1,0,0,0,0,0,4,1,2,1,0,1,1,27.52,15
2014-05-09,776,242,0,0,3.2,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,200,0.50,9,110,8.18,200,,,2,2,0,0,0,0,0,0,1,1,0,1,3,2,27.84,13
2014-05-10,1389,334,0,0,4.2,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,2,366,0.55,10,207,4.83,366,,,5,5,0,0,0,0,0,4,2,2,0,3,3,0,32.58,23
2014-05-11,1400,300,0,0,4.7,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,3,321,0.93,7,184,3.80,323,,,4,4,0,0,0,0,0,3,0,0,0,2,2,0,35.65,23
2014-05-12,1036,256,0,0,4.0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,265,0.38,8,151,5.30,265,,,2,2,0,0,0,0,0,3,0,0,0,0,0,0,30.01,17
2014-05-13,1300,304,0,0,4.3,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,4,330,1.21,15,186,8.06,330,,,2,3,1,0,0,0,0,1,1,1,0,1,1,0,30.33,22
2014-05-14,1126,298,0,0,3.8,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,2,258,0.78,13,146,8.90,258,,,4,5,1,0,0,0,0,2,1,1,0,1,1,0,30.68,19
2014-05-15,1434,285,0,0,5.0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,4,337,1.19,24,198,12.12,337,,,2,2,0,0,0,0,0,0,2,2,0,2,2,0,34.42,24
2014-05-16,1226,300,0,0,4.1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,324,0.00,13,197,6.60,324,,,1,1,0,0,0,0,0,0,-1,1,2,2,2,0,32.67,20
2014-05-17,1416,376,0,0,3.8,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,5,354,1.41,7,195,3.59,354,,,2,2,0,0,0,0,0,0,2,2,0,1,1,0,30.22,24
2014-05-18,1350,327,0,0,4.1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,2,324,0.62,12,183,6.56,324,,,1,1,0,1,1,0,0,1,2,2,0,0,0,0,33.47,23
2014-05-19,840,264,0,0,3.2,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,4,272,1.47,11,149,7.38,273,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27.32,14
2014-05-20,1153,310,0,0,3.7,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,312,0.32,18,178,10.11,313,1,1,2,2,0,0,0,0,0,2,1,1,0,2,2,0,32.18,19
2014-05-21,1172,323,0,0,3.6,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,5,279,1.79,8,158,5.06,279,,,1,1,0,0,0,0,0,5,-18,1,19,0,0,0,33.91,20
2014-05-22,1150,328,0,0,3.5,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,319,0.31,9,161,5.59,320,2,2,4,4,0,1,1,0,0,7,2,3,1,0,1,1,30.87,19
2014-05-23,1116,320,0,0,3.5,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,3,377,0.80,10,219,4.57,379,,,3,4,1,0,0,0,0,1,3,3,0,1,2,1,31.16,19
2014-05-24,1195,317,0,0,3.8,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,4,314,1.27,10,179,5.59,314,,,6,6,0,0,0,0,0,0,0,0,0,0,1,1,33.97,20
2014-05-25,1046,316,0,0,3.3,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,6,300,2.00,13,164,7.93,300,,,2,2,0,0,0,0,0,0,1,1,0,0,0,0,30.36,17
2014-05-26,1362,324,0,0,4.2,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,4,325,1.23,15,181,8.29,327,,,2,2,0,0,0,0,0,0,-1,0,1,0,0,0,35.71,23
2014-05-27,1251,340,0,0,3.7,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,5,361,1.39,14,199,7.04,362,,,3,3,0,0,0,0,0,0,2,2,0,1,2,1,31.72,21
2014-05-28,979,252,0,0,3.9,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,2,269,0.74,10,149,6.71,269,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30.82,16
2014-05-29,874,274,0,0,3.2,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,306,0.33,10,179,5.59,308,,,1,1,0,0,0,0,0,0,0,1,1,0,0,0,28.25,15
2014-05-30,960,265,0,0,3.6,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,302,0.33,6,169,3.55,302,,,2,2,0,0,0,0,0,0,1,1,0,0,1,1,31.43,16
2014-05-31,1287,293,0,0,4.4,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,378,0.26,14,213,6.57,378,,,3,4,1,0,0,0,0,0,3,3,0,1,2,1,36.94,21
2014-06-01,1325,311,0,0,4.3,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,3,321,0.93,8,182,4.40,321,,,1,1,0,0,0,0,0,0,0,0,0,1,1,0,35.84,22
2014-06-02,1854,374,0,0,5.0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,5,434,1.15,11,245,4.49,434,,,3,3,0,0,0,0,0,0,1,1,0,0,1,1,35.99,31
2014-06-03,2199,456,0,0,4.8,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,4,612,0.65,19,338,5.62,612,,,2,2,0,0,0,0,0,0,-1,1,2,0,0,0,31.48,37
2014-06-04,2774,533,0,0,5.2,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,11,692,1.59,32,403,7.94,692,,,1,1,0,0,0,0,0,1,0,0,0,3,3,0,34.46,46
2014-06-05,2029,429,0,0,4.7,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,6,563,1.07,19,335,5.67,563,,,1,1,0,0,0,0,0,1,1,1,0,1,1,0,33.27,34
2014-06-06,2168,486,0,0,4.5,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,9,562,1.60,24,323,7.43,562,,,1,1,0,0,0,0,0,0,-1,0,1,0,0,0,31.53,36
2014-06-07,2137,472,0,0,4.5,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,3,596,0.50,20,341,5.87,596,,,0,0,0,1,1,0,0,3,0,0,0,0,1,1,30.53,36
2014-06-08,2146,474,0,0,4.5,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,7,575,1.22,31,327,9.48,575,,,3,3,0,0,0,0,0,0,-1,0,1,2,2,0,33.41,36
2014-06-09,1931,459,0,0,4.2,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,4,444,0.90,15,242,6.20,444,,,2,2,0,0,0,0,0,1,0,0,0,0,0,0,31.25,32
2014-06-10,1581,392,0,0,4.0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,2,441,0.45,13,249,5.22,441,,,4,4,0,0,0,0,1,0,1,1,0,1,2,1,29.90,26
2014-06-11,2034,403,0,0,5.0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,6,468,1.28,22,279,7.89,468,,,5,5,0,2,2,0,0,3,1,1,0,0,0,0,35.80,34
2014-06-12,1940,396,0,0,4.9,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,437,0.23,12,247,4.86,437,2,2,6,6,0,0,0,0,0,3,2,2,0,0,0,0,34.31,32
2014-06-13,1549,320,0,0,4.8,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,4,487,0.82,13,295,4.41,487,,,2,2,0,0,0,0,0,0,1,1,0,2,2,0,33.68,26
2014-06-14,1748,389,0,0,4.5,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,2,474,0.42,23,271,8.49,474,,,3,4,1,0,0,0,0,1,3,3,0,1,1,0,32.73,29
2014-06-15,1734,336,0,0,5.2,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,3,430,0.70,9,250,3.60,430,,,2,2,0,0,0,0,0,0,2,3,1,0,0,0,34.19,29
2014-06-16,1635,372,0,0,4.4,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,3,378,0.79,11,213,5.16,378,,,5,5,0,0,0,0,0,0,2,2,0,0,0,0,35.40,27
2014-06-17,1794,328,0,0,5.5,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,5,407,1.23,17,235,7.23,408,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,37.16,30
2014-06-18,1787,406,0,0,4.4,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,6,562,1.07,25,330,7.58,562,,,3,3,0,0,0,0,0,1,-1,0,1,1,1,0,30.29,30
2014-06-19,1670,375,0,0,4.5,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,5,533,0.94,16,310,5.16,533,,,3,3,0,2,2,0,1,1,0,0,0,2,2,0,33.92,28
2014-06-20,1434,310,0,0,4.6,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,348,0.29,17,195,8.72,349,,,3,3,0,0,0,0,0,1,0,0,0,2,2,0,34.90,24
2014-06-21,1101,268,0,0,4.1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,335,0.30,13,185,7.03,335,,,1,1,0,0,0,0,0,2,0,0,0,0,1,1,29.21,18
2014-06-22,1266,285,0,0,4.4,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,2,314,0.64,11,183,6.01,314,,,6,6,0,2,2,0,0,0,0,0,0,1,1,0,31.46,21
2014-06-23,1384,313,0,0,4.4,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,7,398,1.76,14,237,5.91,400,,,0,0,0,0,0,0,0,0,1,1,0,0,1,1,33.42,23
2014-06-24,1119,260,0,0,4.3,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,4,365,1.10,10,214,4.67,365,,,0,0,0,0,0,0,0,0,0,0,0,2,2,0,31.52,19
