date,watch_time_minutes,views,youtube_red_watch_time_minutes,youtube_red_views,average_view_duration,card_clicks,cards_shown,clicks_per_card_shown,card_teaser_clicks,card_teasers_shown,clicks_per_card_teaser_shown,end_screen_elements_shown,end_screen_element_clicks,clicks_per_end_screen_element_shown,estimated_partner_revenue_usd,estimated_partner_ad_revenue_usd,estimated_partner_adsense_revenue_usd,estimated_partner_doubleclick_revenue_usd,partner_transaction_revenue_usd,transactions,partner_revenue_per_transaction_usd,estimated_monetized_playbacks,playback_based_cpm_usd,ad_impressions,cpm_usd,youtube_ad_revenue_usd,youtube_red_partner_revenue_usd,youtube_red_watch_time_hours,annotation_clicks,clickable_annotations_shown,annotation_click_through_rate,annotation_closes,closable_annotations_shown,annotation_close_rate,annotations_shown,videos_published,videos_added,likes,likes_added,likes_removed,dislikes,dislikes_added,dislikes_removed,shares,comments,videos_in_playlists,videos_added_to_playlists,videos_removed_from_playlists,subscribers,subscribers_gained,subscribers_lost,average_percentage_viewed,watch_time_hours
2015-05-02,385,136,0,0,2.8,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,2,108,1.85,8,69,11.59,113,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31.08,6
2015-05-03,294,134,0,0,2.2,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,107,0.93,4,63,6.35,110,,,3,3,0,0,0,0,1,0,0,0,0,-1,0,1,30.16,5
2015-05-04,291,119,0,0,2.4,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,2,103,1.94,9,59,15.25,105,,,1,1,0,0,0,0,0,0,1,1,0,0,0,0,27.48,5
2015-05-05,206,92,0,0,2.2,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,80,0.00,6,48,12.50,82,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,23.92,3
2015-05-06,288,119,0,0,2.4,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,118,0.00,8,71,11.27,121,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,30.48,5
2015-05-07,324,129,0,0,2.5,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,84,0.00,5,60,8.33,88,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,27.05,5
2015-05-08,314,180,0,0,1.7,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,190,0.00,5,124,4.03,195,,,3,3,0,0,0,0,0,0,0,0,0,3,3,0,22.80,5
2015-05-09,411,145,0,0,2.8,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,128,0.78,5,76,6.58,130,,,1,2,1,0,0,0,0,0,0,0,0,2,2,0,29.93,7
2015-05-10,238,137,0,0,1.7,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,94,0.00,6,62,9.68,95,,,0,0,0,0,0,0,0,0,0,0,0,0,2,2,21.68,4
2015-05-11,296,120,0,0,2.5,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,107,0.00,6,69,8.70,112,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.72,5
2015-05-12,356,116,0,0,3.1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,64,0.00,0,43,0.00,67,,,2,2,0,0,0,0,0,0,1,1,0,0,0,0,38.73,6
2015-05-13,326,118,0,0,2.8,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,3,109,2.75,8,70,11.43,115,,,3,4,1,0,1,1,0,0,0,0,0,0,0,0,35.84,5
2015-05-14,290,144,0,0,2.0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,120,0.83,7,83,8.43,124,,,3,3,0,0,0,0,0,0,1,1,0,0,0,0,27.34,5
2015-05-15,323,114,0,0,2.8,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,108,0.00,7,75,9.33,111,,,1,1,0,0,0,0,0,0,1,2,1,-1,0,1,31.38,5
2015-05-16,268,132,0,0,2.0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,52,0.00,4,33,12.12,54,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.25,4
2015-05-17,276,136,0,0,2.0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,83,0.00,5,61,8.20,88,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,27.27,5
2015-05-18,211,105,0,0,2.0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,75,0.00,1,37,2.70,75,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.66,4
2015-05-19,188,93,0,0,2.0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,52,0.00,2,25,8.00,52,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.01,3
2015-05-20,238,113,0,0,2.1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,70,0.00,3,45,6.67,73,,,3,3,0,0,0,0,0,0,1,1,0,0,0,0,24.05,4
2015-05-21,238,115,0,0,2.1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,78,0.00,3,47,6.38,82,1,1,0,0,0,0,0,0,0,1,1,1,0,1,2,1,27.79,4
2015-05-22,283,138,0,0,2.0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,129,0.78,4,80,5.00,132,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25.59,5
2015-05-23,260,124,0,0,2.1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,102,0.98,4,67,5.97,105,,,2,2,0,0,0,0,0,0,0,1,1,0,0,0,29.56,4
2015-05-24,294,129,0,0,2.3,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,78,0.00,0,50,0.00,80,,,2,2,0,1,1,0,0,1,0,0,0,1,1,0,31.79,5
2015-05-25,201,99,0,0,2.0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,52,0.00,2,30,6.67,53,,,1,1,0,0,0,0,0,0,-2,0,2,0,0,0,29.23,3
2015-05-26,332,106,0,0,3.1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,3,112,2.68,3,61,4.92,112,,,2,2,0,0,0,0,0,0,0,0,0,1,1,0,31.96,6
2015-05-27,225,99,0,0,2.3,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,96,1.04,4,59,6.78,100,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,33.07,4
2015-05-28,205,103,0,0,2.0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,111,0.90,5,67,7.46,115,,,1,1,0,0,0,0,0,0,1,1,0,0,0,0,34.10,3
2015-05-29,133,76,0,0,1.7,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,33,0.00,5,20,25.00,34,,,2,2,0,0,0,0,0,0,0,0,0,3,3,0,30.14,2
2015-05-30,331,132,0,0,2.5,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,98,0.00,4,61,6.56,98,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,44.99,6
2015-05-31,302,142,0,0,2.1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,93,0.00,7,47,14.89,94,,,2,2,0,0,0,0,1,0,0,0,0,1,1,0,34.72,5
2015-06-01,212,128,0,0,1.7,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,97,1.03,2,57,3.51,100,,,1,1,0,0,0,0,0,0,-1,0,1,1,1,0,27.26,4
2015-06-02,259,101,0,0,2.6,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,62,0.00,2,41,4.88,66,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,33.00,4
2015-06-03,223,114,0,0,2.0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,83,0.00,6,45,13.33,84,0,1,1,3,2,0,1,1,0,0,0,0,0,0,0,0,29.49,4
2015-06-04,295,131,0,0,2.2,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,61,0.00,2,58,3.45,64,1,0,5,6,1,0,0,0,0,6,1,2,1,0,1,1,35.77,5
2015-06-05,345,135,0,0,2.6,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,2,51,3.92,4,51,7.84,51,,,1,1,0,0,0,0,0,4,-1,0,1,1,2,1,31.36,6
2015-06-06,261,115,0,0,2.3,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,35,0.00,1,38,2.63,38,,,1,1,0,0,0,0,0,1,0,0,0,0,1,1,35.52,4
2015-06-07,318,124,0,0,2.6,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,34,0.00,1,35,2.86,35,,,2,2,0,0,0,0,0,4,0,0,0,0,0,0,32.40,5
2015-06-08,210,106,0,0,2.0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,27,0.00,1,28,3.57,28,,,0,1,1,0,0,0,0,0,2,2,0,-1,0,1,27.58,3
2015-06-09,285,137,0,0,2.1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,47,0.00,1,47,2.13,47,,,1,1,0,0,0,0,0,0,1,1,0,2,2,0,35.88,5
2015-06-10,200,98,0,0,2.0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,31,0.00,0,32,0.00,32,,,1,1,0,0,0,0,0,1,1,1,0,1,1,0,30.74,3
2015-06-11,340,134,0,0,2.5,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,54,0.00,3,55,5.45,55,,,1,1,0,0,0,0,2,4,0,0,0,2,2,0,38.65,6
2015-06-12,218,121,0,0,1.8,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,60,0.00,2,66,3.03,66,,,0,0,0,0,0,0,1,0,0,0,0,1,1,0,30.11,4
2015-06-13,215,114,0,0,1.9,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,43,0.00,1,47,2.13,47,,,0,0,0,0,0,0,0,1,0,0,0,1,1,0,35.57,4
2015-06-14,244,142,0,0,1.7,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,49,0.00,5,51,9.80,51,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,26.72,4
2015-06-15,176,100,0,0,1.8,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,31,0.00,2,32,6.25,32,,,1,1,0,0,0,0,0,1,0,0,0,0,1,1,26.96,3
2015-06-16,220,96,0,0,2.3,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,30,0.00,2,32,6.25,32,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,34.26,4
2015-06-17,223,113,0,0,2.0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,47,0.00,0,47,0.00,47,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.38,4
2015-06-18,176,80,0,0,2.2,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,45,0.00,1,48,2.08,48,,,0,0,0,1,1,0,0,1,0,0,0,0,0,0,33.57,3
2015-06-19,206,106,0,0,1.9,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,36,2.78,4,37,10.81,37,,,2,2,0,0,0,0,0,0,0,0,0,1,2,1,29.42,3
2015-06-20,230,126,0,0,1.8,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,46,0.00,3,48,6.25,48,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,30.06,4
2015-06-21,172,96,0,0,1.8,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,43,2.33,1,44,2.27,44,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33.63,3
2015-06-22,128,92,0,0,1.4,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,29,0.00,2,30,6.67,30,,,1,1,0,0,0,0,0,0,1,1,0,0,0,0,22.89,2
2015-06-23,180,118,0,0,1.5,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,27,0.00,1,27,3.70,27,,,1,1,0,0,0,0,1,0,0,0,0,-1,0,1,25.98,3
2015-06-24,207,90,0,0,2.3,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,33,0.00,2,36,5.56,36,,,1,1,0,1,1,0,0,0,1,1,0,0,0,0,36.60,3
2015-06-25,178,86,0,0,2.1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,36,0.00,3,37,8.11,37,,,0,0,0,0,0,0,0,0,1,1,0,1,1,0,26.68,3
2015-06-26,207,119,0,0,1.7,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,32,0.00,3,32,9.38,32,,,2,2,0,0,0,0,0,0,0,0,0,1,1,0,28.84,3
2015-06-27,203,109,0,0,1.9,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,53,0.00,4,56,7.14,56,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26.70,3
2015-06-28,162,101,0,0,1.6,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,33,3.03,2,35,5.71,35,,,0,1,1,0,0,0,0,0,-1,0,1,0,0,0,31.21,3
2015-06-29,283,113,0,0,2.5,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,67,0.00,1,77,1.30,77,,,2,2,0,0,0,0,0,2,1,1,0,2,2,0,38.10,5
2015-06-30,214,109,0,0,2.0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,50,2.00,3,52,5.77,52,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.91,4
2015-07-01,260,137,0,0,1.9,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,62,0.00,4,67,5.97,67,,,3,3,0,3,3,0,0,1,0,0,0,3,3,0,27.11,4
2015-07-02,317,157,0,0,2.0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,3,72,4.17,1,82,1.22,82,,,3,3,0,0,0,0,0,3,1,1,0,1,1,0,36.01,5
2015-07-03,226,111,0,0,2.0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,38,2.63,1,39,2.56,39,,,0,0,0,0,0,0,0,5,0,0,0,2,2,0,32.24,4
2015-07-04,244,101,0,0,2.4,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,35,2.86,3,38,7.89,38,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,40.95,4
2015-07-05,355,172,0,0,2.1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,87,1.15,7,96,7.29,96,,,2,2,0,0,0,0,0,1,4,4,0,-1,1,2,36.33,6
2015-07-06,215,119,0,0,1.8,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,32,3.12,2,32,6.25,32,,,2,2,0,0,1,1,0,0,0,0,0,0,1,1,30.68,4
2015-07-07,241,131,0,0,1.8,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,39,2.56,4,41,9.76,41,,,0,0,0,0,0,0,0,3,1,1,0,0,0,0,27.59,4
2015-07-08,377,170,0,0,2.2,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,60,1.67,2,61,3.28,61,,,1,1,0,0,0,0,0,0,0,0,0,1,1,0,38.39,6
2015-07-09,297,169,0,0,1.8,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,33,0.00,4,35,11.43,35,,,4,4,0,0,0,0,1,0,1,1,0,1,1,0,33.23,5
2015-07-10,238,156,0,0,1.5,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,49,0.00,7,50,14.00,50,,,2,2,0,0,0,0,0,0,0,0,0,0,1,1,30.36,4
2015-07-11,298,144,0,0,2.1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,51,0.00,4,55,7.27,55,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,36.89,5
2015-07-12,285,136,0,0,2.1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,47,0.00,3,51,5.88,51,,,2,2,0,0,0,0,0,3,0,0,0,1,1,0,37.80,5
2015-07-13,264,142,0,0,1.9,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,45,0.00,4,47,8.51,47,,,4,4,0,0,0,0,1,0,0,0,0,0,1,1,31.72,4
2015-07-14,198,153,0,0,1.3,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,33,0.00,0,36,0.00,36,,,4,4,0,1,1,0,1,0,1,1,0,0,0,0,28.92,3
2015-07-15,255,110,0,0,2.3,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,40,0.00,4,44,9.09,44,,,1,1,0,0,0,0,2,0,0,1,1,0,0,0,40.18,4
2015-07-16,241,154,0,0,1.6,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,39,2.56,3,41,7.32,41,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.55,4
2015-07-17,271,139,0,0,1.9,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,47,0.00,5,52,9.62,52,,,1,1,0,0,0,0,0,0,1,3,2,0,0,0,37.20,5
2015-07-18,190,105,0,0,1.8,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,45,0.00,1,48,2.08,48,,,1,1,0,1,1,0,0,0,0,0,0,0,1,1,35.52,3
2015-07-19,195,113,0,0,1.7,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,22,0.00,2,24,8.33,24,,,0,0,0,0,0,0,1,0,-1,0,1,0,0,0,28.14,3
2015-07-20,208,129,0,0,1.6,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,39,0.00,2,43,4.65,43,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,33.19,3
2015-07-21,262,121,0,0,2.2,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,1,37,2.70,2,38,5.26,38,,,2,2,0,1,1,0,0,0,1,1,0,0,1,1,39.35,4
2015-07-22,209,128,0,0,1.6,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,49,0.00,8,50,16.00,50,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31.64,3
2015-07-23,161,105,0,0,1.5,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,27,0.00,0,27,0.00,27,,,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,28.77,3
2015-07-24,224,110,0,0,2.0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,2,33,6.06,1,35,2.86,35,,,2,2,0,0,0,0,0,0,0,0,0,1,1,0,37.78,4
2015-07-25,260,119,0,0,2.2,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,50,0.00,3,56,5.36,56,,,1,1,0,0,0,0,1,0,0,0,0,1,1,0,36.92,4
2015-07-26,206,109,0,0,1.9,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,51,0.00,0,53,0.00,53,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.63,3
2015-07-27,240,132,0,0,1.8,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,2,34,5.88,1,37,2.70,37,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,36.12,4
2015-07-28,190,110,0,0,1.7,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,48,0.00,6,51,11.76,51,,,3,3,0,1,1,0,0,0,2,2,0,1,1,0,29.55,3
2015-07-29,321,152,0,0,2.1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,51,0.00,2,51,3.92,51,,,5,5,0,0,0,0,0,0,1,1,0,0,0,0,32.99,5
2015-07-30,172,105,0,0,1.6,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,24,0.00,0,26,0.00,26,,,0,0,0,1,1,0,0,0,1,1,0,0,0,0,31.13,3
2015-07-31,268,124,0,0,2.2,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,31,0.00,1,33,3.03,33,,,0,0,0,0,0,0,1,0,0,0,0,1,1,0,32.71,4
2015-08-01,189,115,0,0,1.6,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,45,0.00,2,48,4.17,48,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.88,3
